Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.calcite.rel.rules.AggregateReduceFunctionsRule.reduceAggs,3,55,7,35,13,27,13,27,8,23,12,11,4,1,2,66.0,207.0,63.21428571428571,1251.1895827071999,863633.5714285714,3.022955512878105,7,1,2,0,0,0,0.30434782608695654,0.02127659574468085,0.0425531914893617,0.0,3,1,1,2,0.02127659574468085,0.02127659574468085,1.0,0.6666666666666666,2,bug-prone
org.apache.calcite.rel.rules.AggregateRemoveRule.onMatch,2,41,2,34,13,27,5,32,8,26,12,14,6,2,1,75.0,212.0,88.66666666666667,1320.5095623851266,1409800.0000000002,4.190994421593111,23,4,1,0,0,0,0.8846153846153846,0.0975609756097561,0.024390243902439025,0.0,6,17,6,23,0.4146341463414634,0.14634146341463414,2.8333333333333335,3.8333333333333335,3,bug-prone
org.apache.calcite.rel.rules.AggregateStarTableRule.rollUp,9,46,3,39,11,28,4,16,6,22,10,12,6,2,4,68.0,215.0,66.9090909090909,1308.8045108688232,978210.909090909,3.2847355678239056,6,0,0,0,2,0,0.2727272727272727,0.0,0.0,0.5,2,4,0,4,0.08695652173913043,0.0,0,2.0,1,bug-prone
org.apache.calcite.rel.rules.AggregateUnionAggregateRule.onMatch,2,37,4,29,5,23,4,15,6,20,5,15,5,1,1,42.0,156.0,60.59090909090909,841.2015179534867,396991.63636363635,1.8005270493760412,23,2,1,0,0,0,1.15,0.05405405405405406,0.02702702702702703,0.0,4,17,6,23,0.4594594594594595,0.16216216216216217,2.8333333333333335,5.75,2,bug-prone
org.apache.calcite.rel.rules.AggregateUnionTransposeRule.onMatch,2,62,7,39,11,30,16,21,8,24,10,14,6,2,1,59.0,190.0,73.90625,1117.7021793787499,828489.0625,2.940378678140036,12,0,2,0,0,0,0.5,0.0,0.03225806451612903,0.0,2,9,3,12,0.14516129032258066,0.04838709677419355,3.0,6.0,1,bug-prone
org.apache.calcite.rel.rules.CalcMergeRule.onMatch,1,36,5,25,8,19,6,17,3,12,6,6,3,1,1,40.0,114.0,46.5,606.6998028171594,212040.0,1.1852881494072378,2,1,0,0,0,0,0.16666666666666666,0.027777777777777776,0.0,0.0,2,2,0,2,0.05555555555555555,0.0,0,1.0,2,not bug-prone
org.apache.calcite.rel.rules.CalcRelSplitter.execute,11,126,15,90,22,72,21,31,344,61,24,37,13,4,0,117.0,437.0,93.82352941176471,3002.3493824579477,4797103.235294118,9.481232323228628,1,0,0,0,0,0,0.01639344262295082,0.0,0.0,0,1,1,0,1,0.007936507936507936,0.0,0,1.0,1,bug-prone
org.apache.calcite.rel.rules.CalcRemoveRule.onMatch,1,13,0,13,4,10,0,9,2,8,4,4,2,1,1,26.0,55.0,28.333333333333336,258.5241844977601,40516.66666666667,0.3932190511756969,3,0,0,0,0,0,0.375,0.0,0.0,0.0,1,3,0,3,0.23076923076923078,0.0,0,3.0,1,not bug-prone
org.apache.calcite.rel.rules.CalcSplitRule.onMatch,3,10,0,10,5,7,0,12,1,8,4,4,1,0,1,28.0,61.0,39.1,293.24865024551383,66782.8,0.548683408382347,8,0,0,0,0,0,1.0,0.0,0.0,0.0,1,5,3,8,0.5,0.3,1.6666666666666667,8.0,1,bug-prone
org.apache.calcite.rel.rules.FilterAggregateTransposeRule.onMatch,1,41,3,38,16,29,0,26,12,27,15,12,5,2,1,75.0,228.0,88.0,1420.1706614330608,1504800.0,4.377215552658002,23,2,2,0,0,0,0.8518518518518519,0.04878048780487805,0.04878048780487805,0.0,6,15,8,23,0.36585365853658536,0.1951219512195122,1.875,3.8333333333333335,3,bug-prone
