Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.needEraseClientInfoFromStaticConfig,3,4,0,4,2,2,0,4,1,3,2,1,1,0,0,11.0,14.0,3.5,48.43204266092217,539.0,0.022076891440121926,3,0,0,0,2,0,1.0,0.0,0.0,0,1,2,1,3,0.5,0.25,2.0,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.getElectionAlg,14,6,0,3,1,1,3,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,1,0,0,1,0,0,0.5,0.0,0.0,0,1,1,0,1,0.3333333333333333,0.0,0,1.0,1,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.startServerCnxnFactory,3,8,0,8,1,4,0,1,4,5,1,4,3,1,0,9.0,20.0,6.0,63.39850002884625,1080.0,0.03508821285855439,5,0,0,1,0,1,1.0,0.0,0.0,0,1,4,1,5,0.5,0.125,4.0,5.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.getClientPort,33,6,0,6,1,3,0,2,2,4,1,3,2,1,0,11.0,15.0,5.333333333333333,51.89147427955947,880.0,0.030610272328874057,6,0,0,0,0,0,1.5,0.0,0.0,0,3,5,2,7,0.8333333333333334,0.3333333333333333,2.5,2.3333333333333335,3,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.processReconfig,14,57,8,36,10,29,13,22,18,28,10,18,7,2,4,62.0,191.0,30.46875,1137.2514952838933,360810.9375,1.6893976070764984,11,1,1,0,0,0,0.39285714285714285,0.017543859649122806,0.017543859649122806,0.0,4,11,1,12,0.19298245614035087,0.017543859649122806,11.0,3.0,4,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeer.updateThreadName,4,7,0,7,4,5,0,5,1,4,3,1,4,0,0,20.0,49.0,8.590909090909092,211.77447664948076,8419.09090909091,0.13795016088371448,5,0,0,0,0,0,1.25,0.0,0.0,0,2,4,1,5,0.5714285714285714,0.14285714285714285,4.0,2.5,2,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.parse,11,81,6,68,13,54,7,28,93,45,13,32,12,5,1,0.0,0.0,0.0,0.0,0.0,0.0,273,20,6,1,2,1,6.066666666666666,0.2631578947368421,0.07894736842105263,2.0,8,70,18,88,0.9210526315789473,0.23684210526315788,3.888888888888889,11.0,6,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.parseProperties,29,200,9,175,9,151,16,59,1032192,134,9,125,61,3,1,0.0,0.0,0.0,0.0,0.0,0.0,322,176,34,1,0,2,2.4029850746268657,0.9072164948453608,0.17525773195876287,0.0,31,282,106,388,1.4536082474226804,0.5463917525773195,2.660377358490566,12.516129032258064,12,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.configureSSLAuth,2,21,0,14,2,9,7,6,3,7,2,5,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0.42857142857142855,0.0,0.0,0,1,3,0,3,0.21428571428571427,0.0,0,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.deleteFile,3,11,0,11,2,7,0,4,4,8,2,6,4,2,1,24.0,43.0,16.5,197.15338753100974,17028.0,0.22062489004266544,2,0,0,0,0,0,0.25,0.0,0.0,0.0,1,2,0,2,0.18181818181818182,0.0,0,2.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.parseDynamicConfig,12,64,2,47,7,34,15,18,88,33,8,25,15,4,4,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,1,2,0,0.3333333333333333,0.07017543859649122,0.05263157894736842,0.5,2,10,3,13,0.17543859649122806,0.05263157894736842,3.3333333333333335,6.5,2,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.checkValidity,5,13,0,13,1,7,0,2,9,8,1,7,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,28,5,1,0,0,0,3.5,0.38461538461538464,0.07692307692307693,0,4,7,24,31,0.5384615384615384,1.8461538461538463,0.2916666666666667,7.75,2,bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getClientPortAddress,5,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,1,0,0,1,0,0,0.5,0.0,0.0,0,1,1,0,1,1.0,0.0,0,1.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getDataDir,7,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getDataLogDir,7,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,0,0,0,1,0,0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getInitLimit,4,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,3,0,0,0,0,1,1.5,0.0,0.0,0,1,1,2,3,1.0,2.0,0.5,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getSyncLimit,4,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,3,0,0,0,0,1,1.5,0.0,0.0,0,1,1,2,3,1.0,2.0,0.5,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getElectionAlg,4,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,3,0,0,0,0,1,1.5,0.0,0.0,0,1,1,2,3,1.0,2.0,0.5,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getServers,1,4,0,3,1,1,1,3,1,2,1,1,1,0,0,7.0,8.0,2.5,22.458839376460833,140.0,0.0089873316659195,3,0,0,2,0,1,1.5,0.0,0.0,0,1,1,2,3,0.25,0.5,0.5,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.getServerId,4,1,0,1,1,1,0,1,1,2,1,1,1,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081,3,0,0,0,0,1,1.5,0.0,0.0,0,1,1,2,3,1.0,2.0,0.5,3.0,1,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerConfig.isDistributed,5,3,0,3,1,1,0,3,1,2,1,1,1,0,0,7.0,7.0,2.0,19.651484454403228,98.0,0.007085374267709879,3,0,0,0,0,0,1.5,0.0,0.0,0,2,2,1,3,0.6666666666666666,0.3333333333333333,2.0,1.5,2,not bug-prone
org.apache.zookeeper.server.quorum.QuorumPeerMain.main,9,33,0,28,2,25,5,5,6,21,2,19,6,1,1,39.0,140.0,27.823529411764703,739.9563106407148,151916.47058823527,0.9490344697343074,42,1,1,0,0,0,2.0,0.03571428571428571,0.03571428571428571,0.0,6,31,13,44,1.1071428571428572,0.4642857142857143,2.3846153846153846,7.333333333333333,4,bug-prone
