Method name,C20,C3,C4,C1,C5,C6,C2,C21,C18,C8,C9,C10,C17,C19,C7,C11,C12,C13,C14,C15,C16,H6,H7,H8,H9,H10,H11,H16,H17,H18,H19,H4,H1,H2,H3,H12,H13,H14,H15,H5,bug-prone
org.apache.cassandra.service.StorageService.decommission,11,64,4,59,4,38,1,25,160,36,5,31,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,43,6,2,0,0,0,1.1944444444444444,0.09375,0.03125,0,20,24,13,37,0.375,0.203125,1.8461538461538463,1.85,4,bug-prone
org.apache.cassandra.service.StorageService.leaveRing,11,11,1,10,2,7,0,11,1,8,2,6,1,0,0,38.0,64.0,14.4375,335.86736086038945,35112.0,0.3574229682812799,34,0,0,0,0,0,4.25,0.0,0.0,0,20,16,9,25,1.4545454545454546,0.8181818181818182,1.7777777777777777,1.25,4,bug-prone
org.apache.cassandra.service.StorageService.unbootstrap,6,36,9,24,6,19,3,16,3,21,7,14,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,47,1,5,0,0,0,2.238095238095238,0.027777777777777776,0.1388888888888889,0.0,13,38,11,49,1.0555555555555556,0.3055555555555556,3.4545454545454546,3.769230769230769,3,bug-prone
org.apache.cassandra.service.StorageService.streamHints,3,4,0,4,1,1,0,2,1,2,1,1,1,0,0,7.0,8.0,2.5,22.458839376460833,140.0,0.0089873316659195,1,1,0,0,0,0,0.5,0.25,0.0,0,1,1,0,1,0.25,0.0,0,1.0,1,bug-prone
org.apache.cassandra.service.StorageService.move,13,65,11,44,4,29,11,32,144,29,5,24,9,2,1,0.0,0.0,0.0,0.0,0.0,0.0,176,11,29,0,1,0,6.068965517241379,0.1896551724137931,0.5,1.0,28,104,44,148,1.793103448275862,0.7586206896551724,2.3636363636363638,5.285714285714286,5,bug-prone
org.apache.cassandra.service.StorageService.getRemovalStatus,3,13,0,10,1,5,3,4,2,4,1,3,2,1,0,19.0,27.0,5.555555555555555,114.6940428629768,2850.0,0.06700522223595227,1,0,0,0,0,0,0.25,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0.0,0,not bug-prone
org.apache.cassandra.service.StorageService.forceRemoveCompletion,4,24,0,19,2,10,5,10,3,11,3,8,3,2,0,37.0,76.0,19.71428571428571,395.9184557878002,55436.57142857142,0.4846292847642082,23,4,0,0,0,0,2.090909090909091,0.21052631578947367,0.0,0,8,17,4,21,0.8947368421052632,0.21052631578947367,4.25,2.625,2,bug-prone
org.apache.cassandra.service.StorageService.removeNode,13,82,16,47,8,38,19,30,896,40,10,30,12,3,1,87.0,257.0,55.4054054054054,1655.8364784331234,1238809.4594594594,3.8448708284367448,23,0,0,0,2,0,0.575,0.0,0.0,2.0,6,14,6,20,0.1917808219178082,0.0821917808219178,2.3333333333333335,3.3333333333333335,2,not bug-prone
org.apache.cassandra.service.StorageService.confirmReplication,4,14,0,11,1,4,3,3,2,4,1,3,2,1,1,15.0,23.0,9.625,89.85848369899593,3320.625,0.07419226574283495,10,1,1,0,0,0,2.5,0.07142857142857142,0.07142857142857142,0.0,4,3,1,4,0.21428571428571427,0.07142857142857142,3.0,1.0,1,bug-prone
org.apache.cassandra.service.StorageService.getOperationMode,1,4,0,4,1,1,0,2,1,2,1,1,1,0,0,5.0,5.0,2.0,11.60964047443681,50.0,0.004524029360991511,2,0,0,0,0,0,1.0,0.0,0.0,0,2,1,0,1,0.25,0.0,0,0.5,1,bug-prone
